mean,med,std,mean_gray,med_gray,std_gray,mean_hsv,med_hsv,std_hsv,histRed_mean,histRed_med,histRed_std,histGreen_mean,histGreen_med,histGreen_std,histBlue_mean,histBlue_med,histBlue_std,histGray_mean,histGray_med,histGray_std,histHue_mean,histHue_med,histHue_std,histSat_mean,histSat_med,histSat_std,histValue_mean,histValue_med,histValue_std,class
129.774075,125.0,42.12462561132591,135.237425,130.0,37.90101785400196,90.33088333333333,97.0,54.69852907424833,156.25,115.0,131.76512,156.25,90.5,161.87097,156.25,97.0,150.22868,156.25,87.0,161.27882,156.25,3.0,392.75836,156.25,104.0,159.70825,156.25,87.0,168.5066,Tree
88.1298,66.0,63.901291994971956,92.496825,75.0,62.25871457008549,77.40400833333334,65.0,53.89385062880486,156.25,123.5,150.34778,156.25,145.0,139.90215,156.25,83.0,186.0827,156.25,130.5,150.36868,156.25,1.0,270.428,156.25,121.5,147.64543,156.25,134.0,137.01178,Tree
81.94736666666667,75.0,36.588360805027726,86.538725,80.0,34.80598368634875,86.24961666666667,84.0,34.77412699387849,156.25,98.5,169.6183,156.25,108.5,171.56808,156.25,50.0,200.30489,156.25,80.0,181.09245,156.25,3.0,272.6005,156.25,96.5,156.96735,156.25,99.5,175.23178,Tree
86.23725833333333,75.0,48.22972631220221,94.726775,81.0,47.54247020401206,93.42624166666667,91.0,45.9131458267484,156.25,155.5,128.64574,156.25,168.0,132.05406,156.25,34.5,196.06155,156.25,174.0,136.19557,156.25,0.0,386.5006,156.25,98.0,151.7243,156.25,173.5,125.529755,Tree
101.3407,94.0,58.93151087075572,109.47915,109.0,56.77881132321722,85.1884,76.0,54.018082362359614,156.25,175.0,83.68005,156.25,187.0,89.575386,156.25,99.5,137.30133,156.25,185.5,94.39681,156.25,1.5,321.45532,156.25,116.0,144.0969,156.25,183.0,84.864044,Tree
108.648,92.0,63.12841538747297,114.14925,100.0,60.94252763413658,79.39849166666667,69.0,54.33995917117467,156.25,167.0,99.71738,156.25,171.5,107.62925,156.25,88.0,146.70839,156.25,167.5,109.981926,156.25,4.0,293.87573,156.25,101.0,172.30385,156.25,171.0,104.81647,Tree
95.66981666666666,88.0,45.168076067429034,98.56635,92.0,44.07790260070799,65.89631666666666,55.0,44.62352294212536,78.125,76.5,58.655376,78.125,65.0,68.32065,78.125,59.5,71.5047,78.125,68.0,66.124176,78.125,0.0,136.34416,78.125,18.5,99.70668,78.125,70.0,65.2073,Tree
115.42750833333334,107.0,47.09881964152532,123.0987,120.0,43.660842963804534,84.20204166666667,77.0,53.08331364466864,156.25,168.0,126.81005,156.25,104.5,153.24266,156.25,71.5,191.00197,156.25,103.5,151.43932,156.25,9.0,335.86545,156.25,116.0,155.1506,156.25,135.5,144.29094,Tree
117.08736666666667,107.0,49.89038334588029,124.319325,120.0,47.305568980241375,84.1793,75.0,53.015600705609906,156.25,172.5,133.27415,156.25,158.5,137.1197,156.25,53.0,174.05147,156.25,152.5,138.85103,156.25,17.0,320.0748,156.25,78.5,176.51414,156.25,174.5,130.97697,Tree
95.20786666666666,90.0,47.649107107222434,104.9222,104.0,46.00268521684359,85.43733333333333,78.0,45.359951016532435,156.25,206.5,103.47418,156.25,209.5,112.50073,156.25,45.5,175.65373,156.25,216.0,117.03772,156.25,0.0,396.43643,156.25,42.5,206.19803,156.25,216.0,109.82208,Tree
79.28695833333333,67.0,48.409036999802666,87.739925,78.0,48.6628039265554,82.65015,76.0,43.09150482764362,156.25,163.5,140.83557,156.25,179.5,123.20537,156.25,40.5,201.2421,156.25,177.5,138.12424,156.25,0.0,335.0048,156.25,48.0,203.17165,156.25,177.5,124.42907,Tree
76.89914166666667,68.0,42.34341707117251,84.36615,78.0,39.811354965355044,88.164125,83.0,49.237271498845686,156.25,178.0,142.04408,156.25,182.5,145.66504,156.25,87.0,182.25812,156.25,154.5,150.06616,156.25,3.0,351.13235,156.25,147.5,94.398094,156.25,205.5,140.75316,Tree
84.66965833333333,81.0,45.98728646104193,91.656475,93.0,45.06946322704959,78.81553333333333,74.0,42.45414061528301,156.25,164.0,135.00461,156.25,185.5,140.2614,156.25,32.5,185.24811,156.25,180.5,142.31065,156.25,4.0,342.59204,156.25,53.0,221.71912,156.25,177.0,133.25134,Tree
68.91443333333333,59.0,39.52056357154111,73.958375,66.0,39.15048010381706,80.45643333333334,77.0,37.401627218775154,156.25,102.0,183.57913,156.25,123.0,165.60417,156.25,42.5,205.74301,156.25,111.0,178.54477,156.25,1.0,308.11795,156.25,66.5,187.19434,156.25,119.0,163.87682,Tree
96.93233333333333,98.0,46.17735290401803,103.87815,110.0,43.828887763408964,79.5684,71.0,48.340373099925486,156.25,173.0,119.67528,156.25,195.0,132.90854,156.25,95.5,150.66708,156.25,190.0,133.16672,156.25,9.5,325.708,156.25,146.5,133.40237,156.25,189.0,126.45479,Tree
112.22908333333334,112.0,44.43865664215922,118.081325,120.0,41.74313310287543,82.5725,79.0,51.35840528822911,156.25,182.0,112.21885,156.25,151.0,135.59842,156.25,178.5,133.85283,156.25,154.0,130.8904,156.25,8.0,321.05014,156.25,158.0,135.60426,156.25,124.5,133.26129,Tree
84.37495833333334,77.0,43.31107554173178,91.609875,80.0,42.658371130229234,91.41035833333333,92.0,40.76928804510732,156.25,140.5,146.70906,156.25,172.0,144.68173,156.25,38.0,192.71332,156.25,154.5,149.96841,156.25,0.0,338.6463,156.25,79.0,181.50838,156.25,172.5,137.7542,Tree
85.12053333333333,74.0,45.54048625544333,93.320625,84.0,45.06834670374957,82.01039166666666,74.0,40.20342170777587,156.25,167.5,133.5149,156.25,164.5,136.01244,156.25,41.0,198.85675,156.25,158.5,141.59471,156.25,0.0,347.33862,156.25,31.0,222.66162,156.25,172.0,134.50668,Tree
127.57316666666667,126.0,39.25889809931275,132.868875,131.0,35.02942736092577,91.1369,100.0,52.90996763424323,156.25,75.5,147.79967,156.25,61.5,173.66682,156.25,98.5,151.94292,156.25,59.5,175.32468,156.25,4.0,359.74667,156.25,138.5,144.99367,156.25,58.0,179.4666,Tree
122.66824166666666,122.0,38.86045991418008,127.77575,124.0,34.46106153236577,93.599325,100.0,48.62504174336897,156.25,107.5,144.75853,156.25,76.0,175.24062,156.25,109.0,155.99852,156.25,76.5,174.16078,156.25,3.0,404.95193,156.25,106.0,181.71088,156.25,76.5,183.0442,Tree
123.21104166666667,133.0,30.935526013763912,137.3252,137.0,14.311014812374419,97.59448333333333,109.0,47.69128910223602,156.25,7.0,320.25742,156.25,6.0,389.4768,156.25,5.0,398.6296,156.25,6.0,369.62677,156.25,0.0,839.7009,156.25,5.0,442.68533,156.25,6.0,389.12033,Tree
131.67205833333333,132.0,43.494119862305496,138.60285,137.0,38.75874123184988,90.92896666666667,90.0,54.40498724932199,156.25,160.0,131.09857,156.25,89.0,153.29556,156.25,142.5,130.97537,156.25,98.5,148.14325,156.25,1.0,424.2368,156.25,88.0,184.74017,156.25,102.0,147.8825,Tree
102.69930833333333,96.0,58.997965582339624,110.60085,111.0,56.89497323382356,85.48941666666667,77.0,53.6557832048549,156.25,175.0,84.356476,156.25,185.5,89.558205,156.25,105.0,131.4214,156.25,188.0,94.05874,156.25,0.0,313.4187,156.25,119.5,143.15164,156.25,182.5,85.80228,Tree
76.91239166666666,68.0,42.185709663106664,82.63535,75.0,41.6910599574717,84.29950833333334,79.0,38.7652903565152,156.25,139.5,149.62398,156.25,167.5,141.66158,156.25,38.5,187.32463,156.25,125.5,151.16377,156.25,4.0,286.42767,156.25,72.5,172.45572,156.25,169.5,140.22758,Tree
111.111875,104.0,50.08074023332431,119.12945,121.0,45.92410361343485,91.27688333333333,89.0,52.46983198899208,156.25,175.5,110.16915,156.25,164.5,126.9477,156.25,118.5,141.75192,156.25,165.0,129.81549,156.25,5.5,322.66232,156.25,189.0,118.591965,156.25,156.0,128.01526,Tree
120.3842,122.0,59.926564841423485,122.541975,125.0,59.24603731980203,67.06941666666667,43.0,60.025904668954304,156.25,169.0,84.5068,156.25,170.0,95.506546,156.25,191.0,89.48428,156.25,171.5,92.105705,156.25,0.0,418.98788,156.25,5.5,267.7262,156.25,159.5,89.31808,Tree
125.56453333333333,129.0,57.79857727876085,130.0225,132.0,55.24299633211436,76.32268333333333,52.0,61.14908864515526,156.25,167.0,81.975746,156.25,148.0,103.20928,156.25,183.0,86.512825,156.25,161.5,95.260414,156.25,0.0,454.92996,156.25,95.0,205.84187,156.25,160.0,92.18464,Tree
129.77193333333332,128.0,47.02898045101788,136.61055,136.0,43.69826688436854,86.514775,77.0,57.434733959797434,156.25,193.0,103.76532,156.25,151.5,133.4626,156.25,106.5,147.51056,156.25,172.5,127.6418,156.25,10.0,354.2673,156.25,84.5,172.1278,156.25,192.5,121.064674,Tree
68.52736666666667,53.0,47.87988635880647,72.8239,59.0,47.90916393332282,73.117775,68.0,38.1535073186731,156.25,96.5,201.76027,156.25,104.5,174.09605,156.25,31.0,245.31592,156.25,83.5,193.12929,156.25,2.0,292.64166,156.25,75.0,198.89615,156.25,95.0,178.79826,Tree
65.41293333333333,54.0,40.64858713488357,72.357825,63.0,40.9302734692718,76.51705,68.0,40.75380014138763,156.25,128.0,181.39522,156.25,125.0,159.8796,156.25,18.5,245.585,156.25,101.5,177.16583,156.25,0.0,326.14413,156.25,94.0,159.7352,156.25,127.5,161.95364,Tree
76.54471666666667,66.0,44.75550972137087,82.410725,74.0,44.07620934216524,78.751925,74.0,38.75222424318861,156.25,117.0,150.56708,156.25,128.5,140.48715,156.25,51.0,196.54565,156.25,109.5,151.49683,156.25,0.0,291.78094,156.25,64.5,185.65361,156.25,129.0,139.62134,Tree
144.26065,144.0,47.463707309664514,151.631625,154.0,42.8668202093341,90.32665,77.0,62.89386178139724,156.25,189.0,112.67101,156.25,121.5,143.54785,156.25,120.5,146.52484,156.25,190.0,134.7137,156.25,11.0,355.72903,156.25,64.5,173.41321,156.25,203.0,130.34581,Tree
112.74135833333334,113.0,47.09784651292382,118.93815,121.0,44.08080222248116,80.672725,72.0,52.30140915317396,156.25,159.0,106.78637,156.25,142.5,129.01823,156.25,193.5,122.33433,156.25,149.5,123.288055,156.25,5.5,327.38943,156.25,152.5,137.24904,156.25,144.5,122.92042,Tree
112.64665833333333,110.0,44.67421785922238,117.22635,116.0,42.62270774689825,76.66065833333333,68.0,50.1843606671102,156.25,153.5,111.782745,156.25,142.0,131.56433,156.25,173.5,132.19003,156.25,153.0,127.47442,156.25,3.0,343.78107,156.25,61.5,167.76216,156.25,158.5,125.983505,Tree
91.03676666666667,82.0,47.30662742377882,101.354175,97.0,45.714780269289,87.63294166666667,80.0,48.00146917730676,156.25,201.0,112.289696,156.25,197.5,111.818596,156.25,31.5,194.0288,156.25,211.5,122.211075,156.25,1.0,394.35065,156.25,108.5,145.61795,156.25,203.0,111.96104,Tree
88.29231666666666,83.0,45.65231503037995,94.54125,94.0,42.28642096982789,91.87520833333333,90.0,42.69455100329858,156.25,118.0,134.08238,156.25,149.5,135.55457,156.25,93.0,145.22598,156.25,136.0,140.79018,156.25,6.5,363.22516,156.25,101.0,151.72588,156.25,135.0,133.58453,Tree
147.36516666666665,146.0,40.95267801547157,154.480075,151.0,34.861928417607295,92.78101666666667,85.0,61.121986603019714,156.25,101.5,147.82544,156.25,73.0,183.84576,156.25,111.5,144.54433,156.25,83.5,174.87755,156.25,4.0,397.95596,156.25,48.5,180.3335,156.25,86.0,172.39781,Tree
129.61191666666667,129.0,40.0396075737478,135.40765,134.0,35.22996766216938,95.46794166666666,102.0,51.938174036668485,156.25,85.5,146.05952,156.25,82.5,169.14105,156.25,99.0,146.63493,156.25,75.5,172.15556,156.25,9.5,387.2757,156.25,132.5,151.02441,156.25,71.5,181.81812,Tree
62.38375833333333,48.0,39.424149593976836,66.2389,51.0,39.179366722676875,72.22029166666667,71.0,33.356920270236735,156.25,75.0,245.63622,156.25,82.5,210.02661,156.25,38.0,265.48276,156.25,63.5,225.90625,156.25,5.0,373.72955,156.25,69.0,196.93509,156.25,73.5,209.62236,Tree
70.262425,63.0,40.95390569228665,74.86705,67.0,40.87513271290382,78.91275,76.0,39.91829243305421,156.25,164.5,175.11623,156.25,162.5,157.11719,156.25,37.5,200.61838,156.25,119.5,165.62477,156.25,1.0,287.8725,156.25,129.0,141.94344,156.25,159.0,150.94894,Tree
99.445975,96.0,43.0623518629213,104.2211,103.5,41.87006167645326,80.22956666666667,80.0,45.71599591476586,156.25,168.0,113.157074,156.25,137.5,130.22235,156.25,114.0,152.80579,156.25,142.0,130.59874,156.25,3.0,307.83057,156.25,145.0,137.44121,156.25,129.0,130.17789,Tree
83.59754166666667,72.0,52.48430862924585,87.813175,78.0,51.3354811160797,76.30811666666666,67.0,44.33380366552205,156.25,147.0,135.06746,156.25,152.0,121.1517,156.25,64.5,183.576,156.25,148.0,130.15367,156.25,5.0,276.683,156.25,95.5,160.71773,156.25,151.5,120.354164,Tree
120.15784166666667,124.0,58.38736088408401,122.379975,126.0,57.58159900523235,67.98915,42.0,60.12037174655665,156.25,146.0,92.166504,156.25,165.0,101.309166,156.25,177.0,102.25164,156.25,161.0,99.57048,156.25,5.0,447.12915,156.25,11.0,272.45584,156.25,154.0,95.04074,Tree
106.1657,103.0,44.88037555743787,110.813825,108.0,42.974534481124685,77.133375,71.0,49.04858869300973,156.25,197.5,109.126144,156.25,178.5,128.49066,156.25,162.0,135.03032,156.25,183.0,125.78836,156.25,9.0,337.47705,156.25,87.5,158.32892,156.25,188.5,122.44546,Tree
71.42056666666667,60.0,44.30871912327816,79.94305,67.0,44.34466266302518,90.36873333333334,84.0,45.58678118777659,156.25,153.0,165.92996,156.25,162.0,138.62987,156.25,25.0,202.40517,156.25,157.5,156.46031,156.25,0.0,322.40848,156.25,95.5,153.41989,156.25,162.5,138.443,Tree
127.49504166666667,128.0,48.8486590612434,131.008625,132.0,47.6590222372362,89.84866666666667,90.0,54.019133630799956,156.25,191.5,85.11757,156.25,191.5,111.86072,156.25,130.5,125.48008,156.25,186.0,107.57737,156.25,6.5,303.77567,156.25,76.5,159.8256,156.25,179.5,115.903076,Tree
106.11086666666667,99.0,52.497660188325426,112.53345,107.0,50.749375671997186,89.78628333333333,86.0,50.482278823230516,156.25,158.0,91.25505,156.25,181.0,101.0278,156.25,119.0,136.59879,156.25,180.0,104.18755,156.25,13.0,279.01962,156.25,179.5,122.63506,156.25,176.5,99.29065,Tree
85.19419166666667,75.0,48.759612022621724,94.493075,86.0,48.386480054291766,86.50811666666667,79.0,44.12167910962881,156.25,174.0,116.22493,156.25,185.5,112.8183,156.25,45.0,186.2728,156.25,186.5,121.68209,156.25,0.0,340.03363,156.25,41.0,204.91536,156.25,186.0,112.26552,Tree
96.427825,96.0,45.522522712419054,102.938475,107.0,42.976318940485996,78.79396666666666,71.0,48.921894385495285,156.25,180.5,117.904526,156.25,190.5,133.29192,156.25,94.0,149.08728,156.25,182.5,133.1983,156.25,13.0,327.27112,156.25,172.5,125.57658,156.25,184.0,126.47001,Tree
71.7003,60.0,43.17860577388606,74.584275,62.0,42.62146991510705,81.01019166666667,79.0,35.38573918680515,156.25,103.5,185.35187,156.25,113.0,165.6486,156.25,70.0,194.48868,156.25,101.0,175.20082,156.25,0.0,334.44846,156.25,38.5,212.27716,156.25,129.0,155.02046,Tree
74.678825,67.0,39.48600074650138,78.5164,68.0,39.1404832755039,88.00935,91.0,35.38034476811713,156.25,59.5,187.49667,156.25,68.5,159.57527,156.25,29.0,246.0995,156.25,52.0,177.81201,156.25,0.0,345.71613,156.25,70.0,189.4733,156.25,47.0,194.92747,Tree
83.05795833333333,74.0,48.361915103708036,92.078775,85.0,48.30680717558732,86.11538333333333,80.0,43.87993432864718,156.25,176.5,120.92379,156.25,191.5,111.829285,156.25,40.5,186.4413,156.25,192.5,122.474266,156.25,0.0,342.41272,156.25,48.5,200.48274,156.25,190.5,112.01971,Tree
